Date,Snow_Depth_cm
2024-05-31,37.35
2024-06-01,33.84
2024-06-02,31.39
2024-06-03,29.89
2024-06-04,25.59
2024-06-05,24.5
2024-06-06,20.99
2024-06-07,13.98
2024-06-08,13.99
2024-06-09,32.54
2024-06-10,24.5
2024-06-11,18.91
2024-06-12,12.91
2024-06-13,49.1
2024-06-14,98.75
2024-06-15,81.82
2024-06-16,75.11
2024-06-17,62.73
2024-06-18,81.01
2024-06-19,92.49
2024-06-20,71.23
2024-06-21,94.47
2024-06-22,119.18
2024-06-23,117.1
2024-06-24,107.6
2024-06-25,103.51
2024-06-26,100.02
2024-06-27,96.28
2024-06-28,92.69
2024-06-29,89.21
2024-06-30,83.77
2024-07-01,82.63
2024-07-02,76.45
2024-07-03,71.09
2024-07-04,68.53
2024-07-05,67.11
2024-07-06,65.86
2024-07-07,64.14
2024-07-08,63.47
2024-07-09,62.92
2024-07-10,62.15
2024-07-11,62.02
2024-07-12,61.87
2024-07-13,61.79
2024-07-14,61.2
2024-07-15,60.29
2024-07-16,58.94
2024-07-17,57.98
2024-07-18,58.6
2024-07-20,59.1
2024-07-21,56.55
2024-07-22,55.34
2024-07-23,55.11
2024-07-24,55.12
2024-07-25,53.91
2024-07-26,52.05
2024-07-27,49.48
2024-07-28,48.32
2024-07-29,47.95
2024-07-30,46.66
2024-07-31,45.55
2024-08-01,48.97
2024-08-02,87.69
2024-08-03,122.53
2024-08-04,102.64
2024-08-05,94.8
2024-08-06,128.0
2024-08-07,103.0
2024-08-08,98.8
2024-08-09,95.8
2024-08-10,92.65
2024-08-11,89.17
2024-08-12,87.39
2024-08-13,84.89
2024-08-14,82.1
2024-08-15,80.44
2024-08-16,76.96
2024-08-17,70.93
2024-08-18,74.42
2024-08-19,74.22
2024-08-20,65.18
2024-08-21,65.46
2024-08-22,74.93
2024-08-23,73.98
2024-08-24,72.77
2024-08-25,69.53
2024-08-26,67.87
2024-08-27,66.4
2024-08-28,64.74
2024-08-29,64.51
2024-08-30,64.44
2024-08-31,64.5
2024-09-01,63.73
2024-09-02,62.59
2024-09-03,62.55
2024-09-04,62.42
2024-09-05,62.21
2024-09-06,61.85
2024-09-07,60.25
2024-09-08,58.89
2024-09-09,57.11
2024-09-10,53.64
2024-09-11,52.97
2024-09-12,52.37
2024-09-13,52.09
2024-09-14,51.96
2024-09-15,51.88
2024-09-16,51.7
2024-09-17,51.26
2024-09-18,50.21
2024-09-19,50.87
2024-09-20,48.66
2024-09-21,48.41
2024-09-22,48.89
2024-09-23,57.77
2024-09-24,56.73
2024-09-25,51.68
2024-09-26,49.24
2024-09-27,48.26
2024-09-28,47.37
2024-09-29,46.97
2024-09-30,46.64
2024-10-01,46.34
2024-10-02,46.12
2024-10-03,45.36
2024-10-04,43.42
2024-10-05,40.39
2024-10-06,36.63
2024-10-07,44.34
2024-10-08,54.98
2024-10-09,50.65
2024-10-10,45.61
2024-10-11,42.15
2024-10-12,41.42
2024-10-13,40.82
2024-10-14,39.56
2024-10-15,38.6
2024-10-16,37.99
2024-10-17,36.27
2024-10-18,32.05
2024-10-19,27.01
2024-10-20,23.17
2024-10-21,20.65
2024-10-22,17.17
2024-10-23,17.01
2024-10-24,13.34
2024-10-25,7.99
2024-10-26,2.65
2024-10-27,0.11
2024-10-28,0.09
2024-10-29,0.0
2024-10-30,0.0
2024-10-31,0.0
2024-11-02,0.0
2024-11-03,0.0
2024-11-04,0.1
2024-11-05,0.05
2024-11-06,0.0
2024-11-07,0.0
2024-11-08,0.0
2024-11-09,0.0
2024-11-10,0.0
2024-11-11,0.19
2024-11-12,0.1
2024-11-13,0.16
2024-11-14,0.0
2024-11-15,0.09
2024-11-16,0.09
2024-11-17,0.46
2024-11-18,0.0
2024-11-19,0.0
2024-11-20,0.0
2024-11-21,0.11
2024-11-22,0.11
2024-11-23,0.1
2024-11-24,0.0
2024-11-25,0.0
