Date,Snow_Depth_cm
2022-05-02,76.28
2022-05-03,75.64
2022-05-04,74.51
2022-05-05,73.25
2022-05-06,72.51
2022-05-07,71.62
2022-05-08,71.41
2022-05-09,70.44
2022-05-10,69.42
2022-05-11,66.25
2022-05-12,67.79
2022-05-13,73.06
2022-05-14,67.08
2022-05-15,61.98
2022-05-16,61.03
2022-05-17,59.92
2022-05-18,59.2
2022-05-19,58.36
2022-05-20,63.71
2022-05-21,63.88
2022-05-22,64.67
2022-05-23,62.86
2022-05-24,74.84
2022-05-25,73.99
2022-05-26,73.8
2022-05-27,73.48
2022-05-28,73.3
2022-05-29,73.26
2022-05-30,72.53
2022-05-31,71.42
2022-06-01,71.43
2022-06-02,71.59
2022-06-03,79.5
2022-06-04,103.56
2022-06-05,93.83
2022-06-06,77.02
2022-06-07,69.84
2022-06-08,69.23
2022-06-09,69.05
2022-06-10,68.51
2022-06-11,67.08
2022-06-12,64.13
2022-06-13,61.43
2022-06-14,64.31
2022-06-15,81.98
2022-06-16,82.29
2022-06-17,79.87
2022-06-18,78.85
2022-06-19,65.86
2022-06-20,61.34
2022-06-21,61.05
2022-06-22,61.37
2022-06-23,64.35
2022-06-24,81.95
2022-06-25,65.48
2022-06-26,62.53
2022-06-27,61.87
2022-06-28,61.87
2022-06-29,228.91
2022-06-30,230.8
2022-07-01,140.97
2022-07-02,162.15
2022-07-03,157.76
2022-07-04,167.24
2022-07-05,152.47
2022-07-06,191.61
2022-07-07,198.74
2022-07-08,175.06
2022-07-09,173.36
2022-07-10,198.65
2022-07-11,201.78
2022-07-12,176.39
2022-07-13,206.48
2022-07-14,243.31
2022-07-15,224.36
2022-07-16,221.85
2022-07-17,217.93
2022-07-18,212.79
2022-07-19,207.48
2022-07-20,206.15
2022-07-21,203.89
2022-07-22,201.94
2022-07-23,198.16
2022-07-24,195.58
2022-07-25,194.04
2022-07-26,207.49
2022-07-27,209.01
2022-07-28,204.7
2022-07-29,203.16
2022-07-30,201.87
2022-07-31,200.65
2022-08-01,198.96
2022-08-02,197.33
2022-08-03,196.59
2022-08-04,194.91
2022-08-05,195.78
2022-08-06,198.96
2022-08-07,200.23
2022-08-08,197.66
2022-08-09,199.36
2022-08-10,195.45
2022-08-11,193.95
2022-08-12,187.15
2022-08-13,259.94
2022-08-18,295.75
2022-08-19,208.66
2022-08-20,208.36
2022-08-21,207.28
2022-08-22,206.87
2022-08-23,206.65
2022-08-24,206.42
2022-08-25,205.75
2022-08-26,205.02
2022-08-27,204.24
2022-08-28,202.91
2022-08-29,200.93
2022-08-30,199.73
2022-08-31,198.86
2022-09-01,199.85
2022-09-02,201.2
2022-09-03,200.39
2022-09-04,198.95
2022-09-05,198.64
2022-09-06,198.67
2022-09-07,214.13
2022-09-08,242.05
2022-09-09,234.42
2022-09-10,227.49
2022-09-11,223.58
